date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:14	42340/42340	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:12%20GMT	https://7oroof.com/demos/solatec/services.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/services.html	(from https://7oroof.com/demos/solatec/)
22:27:15	42785/42785	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:12%20GMT	https://7oroof.com/demos/solatec/services-single-service.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/services-single-service.html	(from https://7oroof.com/demos/solatec/)
22:27:15	27721/27721	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:10%20GMT	https://7oroof.com/demos/solatec/projects-grid.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/projects-grid.html	(from https://7oroof.com/demos/solatec/)
22:27:15	27718/27718	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:11%20GMT	https://7oroof.com/demos/solatec/projects-standard.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/projects-standard.html	(from https://7oroof.com/demos/solatec/)
22:27:15	31141/31141	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:10%20GMT	https://7oroof.com/demos/solatec/projects-modern.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/projects-modern.html	(from https://7oroof.com/demos/solatec/)
22:27:15	52710/52710	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:10%20GMT	https://7oroof.com/demos/solatec/projects-single-project.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/projects-single-project.html	(from https://7oroof.com/demos/solatec/)
22:27:16	29242/29242	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:06%20GMT	https://7oroof.com/demos/solatec/blog.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/blog.html	(from https://7oroof.com/demos/solatec/)
22:27:16	34598/34598	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:05%20GMT	https://7oroof.com/demos/solatec/blog-single-post.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/blog-single-post.html	(from https://7oroof.com/demos/solatec/)
22:27:16	6709/6709	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:34%20GMT	https://7oroof.com/demos/solatec/assets/images/products/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/1.jpg	(from https://7oroof.com/demos/solatec/)
22:27:17	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:17%20GMT	https://7oroof.com/demos/solatec/shop-single.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/shop-single.html	(from https://7oroof.com/demos/solatec/)
22:27:17	11014/11014	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:34%20GMT	https://7oroof.com/demos/solatec/assets/images/products/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/2.jpg	(from https://7oroof.com/demos/solatec/)
22:27:19	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:19%20GMT	https://7oroof.com/demos/solatec/cart.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/cart.html	(from https://7oroof.com/demos/solatec/)
22:27:20	27087/27087	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:11%20GMT	https://7oroof.com/demos/solatec/request-quote.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/request-quote.html	(from https://7oroof.com/demos/solatec/)
22:27:20	139023/139023	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:43%20GMT	https://7oroof.com/demos/solatec/assets/images/sliders/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/sliders/1.jpg	(from https://7oroof.com/demos/solatec/)
22:27:20	138582/138582	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:43%20GMT	https://7oroof.com/demos/solatec/assets/images/sliders/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/sliders/2.jpg	(from https://7oroof.com/demos/solatec/)
22:27:20	28522/28522	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:30%20GMT	https://7oroof.com/demos/solatec/assets/images/about/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/about/1.jpg	(from https://7oroof.com/demos/solatec/)
22:27:20	2436/2436	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:56%20GMT	https://7oroof.com/demos/solatec/assets/images/video/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/video/1.jpg	(from https://7oroof.com/demos/solatec/)
22:27:20	3788/3788	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:29%20GMT	https://7oroof.com/demos/solatec/assets/images/about/singnture.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/about/singnture.png	(from https://7oroof.com/demos/solatec/)
22:27:21	15196/15196	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:36%20GMT	https://7oroof.com/demos/solatec/assets/images/backgrounds/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/backgrounds/5.jpg	(from https://7oroof.com/demos/solatec/)
22:27:21	84868/84868	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:37%20GMT	https://7oroof.com/demos/solatec/assets/images/services/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/services/1.jpg	(from https://7oroof.com/demos/solatec/)
22:27:21	51800/51800	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:37%20GMT	https://7oroof.com/demos/solatec/assets/images/services/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/services/2.jpg	(from https://7oroof.com/demos/solatec/)
22:27:21	58750/58750	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:38%20GMT	https://7oroof.com/demos/solatec/assets/images/services/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/services/3.jpg	(from https://7oroof.com/demos/solatec/)
22:27:22	34772/34772	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:38%20GMT	https://7oroof.com/demos/solatec/assets/images/services/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/services/4.jpg	(from https://7oroof.com/demos/solatec/)
22:27:22	41773/41773	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:39%20GMT	https://7oroof.com/demos/solatec/assets/images/services/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/services/5.jpg	(from https://7oroof.com/demos/solatec/)
22:27:22	81434/81434	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:39%20GMT	https://7oroof.com/demos/solatec/assets/images/services/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/services/6.jpg	(from https://7oroof.com/demos/solatec/)
22:27:22	50089/50089	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:18%20GMT	https://7oroof.com/demos/solatec/assets/images/portfolio/grid/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/portfolio/grid/1.jpg	(from https://7oroof.com/demos/solatec/)
22:27:22	51035/51035	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:18%20GMT	https://7oroof.com/demos/solatec/assets/images/portfolio/grid/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/portfolio/grid/2.jpg	(from https://7oroof.com/demos/solatec/)
22:27:23	36020/36020	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:18%20GMT	https://7oroof.com/demos/solatec/assets/images/portfolio/grid/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/portfolio/grid/3.jpg	(from https://7oroof.com/demos/solatec/)
22:27:23	47053/47053	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:18%20GMT	https://7oroof.com/demos/solatec/assets/images/portfolio/grid/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/portfolio/grid/4.jpg	(from https://7oroof.com/demos/solatec/)
22:27:23	40189/40189	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:19%20GMT	https://7oroof.com/demos/solatec/assets/images/portfolio/grid/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/portfolio/grid/5.jpg	(from https://7oroof.com/demos/solatec/)
22:27:23	47313/47313	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:19%20GMT	https://7oroof.com/demos/solatec/assets/images/portfolio/grid/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/portfolio/grid/6.jpg	(from https://7oroof.com/demos/solatec/)
22:27:24	20378/20378	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:37%20GMT	https://7oroof.com/demos/solatec/assets/images/backgrounds/map2.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/backgrounds/map2.png	(from https://7oroof.com/demos/solatec/)
22:27:24	2423/2423	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:14:36%20GMT	https://7oroof.com/demos/solatec/assets/images/testimonials/thumbs/1.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/testimonials/thumbs/1.png	(from https://7oroof.com/demos/solatec/)
22:27:24	2148/2148	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:14:36%20GMT	https://7oroof.com/demos/solatec/assets/images/testimonials/thumbs/2.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/testimonials/thumbs/2.png	(from https://7oroof.com/demos/solatec/)
22:27:24	2346/2346	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:14:36%20GMT	https://7oroof.com/demos/solatec/assets/images/testimonials/thumbs/3.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/testimonials/thumbs/3.png	(from https://7oroof.com/demos/solatec/)
22:27:24	2295/2295	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:14:36%20GMT	https://7oroof.com/demos/solatec/assets/images/testimonials/thumbs/4.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/testimonials/thumbs/4.png	(from https://7oroof.com/demos/solatec/)
22:27:25	2257/2257	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:14:37%20GMT	https://7oroof.com/demos/solatec/assets/images/testimonials/thumbs/5.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/testimonials/thumbs/5.png	(from https://7oroof.com/demos/solatec/)
22:27:25	183964/183964	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:47%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/2.jpg	(from https://7oroof.com/demos/solatec/)
22:27:25	1225/1225	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:54%20GMT	https://7oroof.com/demos/solatec/assets/images/clients/1.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/clients/1.png	(from https://7oroof.com/demos/solatec/)
22:27:25	3017/3017	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:54%20GMT	https://7oroof.com/demos/solatec/assets/images/clients/2.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/clients/2.png	(from https://7oroof.com/demos/solatec/)
22:27:26	2899/2899	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:54%20GMT	https://7oroof.com/demos/solatec/assets/images/clients/3.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/clients/3.png	(from https://7oroof.com/demos/solatec/)
22:27:26	2493/2493	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:54%20GMT	https://7oroof.com/demos/solatec/assets/images/clients/4.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/clients/4.png	(from https://7oroof.com/demos/solatec/)
22:27:26	2735/2735	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:54%20GMT	https://7oroof.com/demos/solatec/assets/images/clients/5.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/clients/5.png	(from https://7oroof.com/demos/solatec/)
22:27:26	2543/2543	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:55%20GMT	https://7oroof.com/demos/solatec/assets/images/clients/6.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/clients/6.png	(from https://7oroof.com/demos/solatec/)
22:27:26	82384/82384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:13%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/grid/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/grid/1.jpg	(from https://7oroof.com/demos/solatec/)
22:27:27	69788/69788	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:13%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/grid/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/grid/2.jpg	(from https://7oroof.com/demos/solatec/)
22:27:27	24660/24660	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:14%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/grid/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/grid/3.jpg	(from https://7oroof.com/demos/solatec/)
22:27:28	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:28%20GMT	https://7oroof.com/demos/solatec/leadership-team.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/leadership-team.html	(from https://7oroof.com/demos/solatec/)
22:27:29	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:29%20GMT	https://7oroof.com/demos/solatec/contacs.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/contacs.html	(from https://7oroof.com/demos/solatec/)
22:27:29	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265fd6d96-4d7%22	https://7oroof.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/TSA/7oroof.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://7oroof.com/demos/solatec/)
22:27:29	89476/89476	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2013%20Aug%202021%2017:12:25%20GMT	https://7oroof.com/demos/solatec/assets/js/jquery-3.5.1.min.js	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/js/jquery-3.5.1.min.js	(from https://7oroof.com/demos/solatec/)
22:27:30	236711/236711	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2013%20Aug%202021%2017:12:27%20GMT	https://7oroof.com/demos/solatec/assets/js/plugins.js	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/js/plugins.js	(from https://7oroof.com/demos/solatec/)
22:27:30	8858/8858	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2013%20Aug%202021%2017:12:25%20GMT	https://7oroof.com/demos/solatec/assets/js/main.js	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/js/main.js	(from https://7oroof.com/demos/solatec/)
22:27:31	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:31%20GMT	https://7oroof.com/demos/solatec/assets/css/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/css/images/ui-icons_444444_256x240.png	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:32	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:32%20GMT	https://7oroof.com/demos/solatec/assets/css/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/css/images/ui-icons_555555_256x240.png	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:34	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:33%20GMT	https://7oroof.com/demos/solatec/assets/css/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/css/images/ui-icons_ffffff_256x240.png	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:35	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:35%20GMT	https://7oroof.com/demos/solatec/assets/css/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/css/images/ui-icons_777620_256x240.png	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:36	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:36%20GMT	https://7oroof.com/demos/solatec/assets/css/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/css/images/ui-icons_cc0000_256x240.png	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:37	35158/35158	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Mar%202024%2002:27:37%20GMT	https://7oroof.com/demos/solatec/assets/css/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/css/images/ui-icons_777777_256x240.png	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:37	57328/57328	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2013%20Aug%202021%2017:12:20%20GMT	https://7oroof.com/demos/solatec/assets/fonts/icomoon.eot?4vca3n	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/fonts/icomoon437f.eot	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:37	57164/57164	---MCZ	200	added ('OK')	font/ttf	date:Fri,%2013%20Aug%202021%2017:12:22%20GMT	https://7oroof.com/demos/solatec/assets/fonts/icomoon.ttf?4vca3n	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/fonts/icomoon437f.ttf	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:38	57240/57240	---M--	200	added ('OK')	font/woff	date:Fri,%2013%20Aug%202021%2017:12:23%20GMT	https://7oroof.com/demos/solatec/assets/fonts/icomoon.woff?4vca3n	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/fonts/icomoon437f.woff	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:38	242217/242217	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Aug%202021%2017:12:22%20GMT	https://7oroof.com/demos/solatec/assets/fonts/icomoon.svg?4vca3n	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/fonts/icomoon437f.svg	(from https://7oroof.com/demos/solatec/assets/css/libraries.css)
22:27:39	92417/92417	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:45%20GMT	https://7oroof.com/demos/solatec/assets/images/sliders/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/sliders/5.jpg	(from https://7oroof.com/demos/solatec/home-modern.html)
22:27:39	212718/212718	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:48%20GMT	https://7oroof.com/demos/solatec/assets/images/sliders/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/sliders/6.jpg	(from https://7oroof.com/demos/solatec/home-modern.html)
